#Run	 SB0 	'+/- 	 SB1 	'+/- 	 lt_HI 	'+/- 	 lt_BGO 	'+/- 	 SB0start/s 	'+/- 	 SB0end/s 	'+/-  	 SB1start/s 	'+/- 	 SB1end/s 	'+/- 
23200	606592	778.84	7996999	2827.9	0.84864	0.00143953	1.00111	0.0015123	202.45	1.83689	203.383	1.84112	2568.78	6.54317	2662.77	6.66179
23201	654918	809.27	8702741	2950.04	0.84783	0.00131696	0.998029	0.00152944	195.65	1.80578	192.567	1.79149	2506.5	6.46336	2566.38	6.54011
23202	644756	802.967	8722396	2953.37	0.823473	0.00123266	0.970752	0.00150078	188.617	1.77302	204.967	1.84827	2467.27	6.41257	2732	6.74784
23203	673970	820.957	9001967	3000.33	0.820072	0.0011767	0.967061	0.00146035	199.933	1.82544	206.217	1.8539	2591.35	6.57185	2713.37	6.72479
23204	664857	815.388	8933686	2988.93	0.819414	0.00114822	0.965986	0.00145444	200.05	1.82597	195.883	1.80685	2641.03	6.63455	2597.58	6.57975
23205	549085	741.003	7197446	2682.81	0.816205	0.00122871	0.968751	0.00148437	201.25	1.83144	199.683	1.8243	2536.35	6.50173	2547.98	6.51662
23206	654841	809.222	8770169	2961.45	0.83508	0.00133713	0.97513	0.00146114	198.667	1.81965	190.883	1.78364	2534.52	6.49938	2636.62	6.629
23207	659490	812.09	8827586	2971.13	0.868332	0.00173237	0.985789	0.00149092	185.583	1.75871	196.567	1.81	2528.6	6.49179	2644.2	6.63852
23208	673368	820.59	8731203	2954.86	0.858726	0.00161812	0.983281	0.00145669	192.15	1.78955	210.433	1.87276	2523.87	6.48571	2707.68	6.71774
23209	696080	834.314	8840629	2973.32	0.847471	0.00149132	0.98254	0.0013366	215.3	1.89429	202.25	1.83598	2629.4	6.61992	2630.9	6.62181
23210	651514	807.164	8305768	2881.97	0.850607	0.00150446	0.981283	0.00142842	203.267	1.84059	200.25	1.82688	2522.22	6.48359	2547.73	6.5163
23211	664874	815.398	8393415	2897.14	0.84635	0.00144153	0.978258	0.00145827	204.3	1.84526	194.35	1.79977	2477.88	6.42636	2487.63	6.43899
23212	618141	786.219	7856198	2802.89	0.847	0.00145239	0.978453	0.00147014	195.517	1.80516	180	1.73205	2412.12	6.3405	2256.03	6.13193
23213	584616	764.602	7518568	2742	0.839972	0.00142328	0.979422	0.00138638	170.317	1.68482	166.833	1.6675	2150.65	5.987	2179.1	6.02647
23214	570049	755.016	7390159	2718.48	0.839071	0.00139579	0.978051	0.00140599	165.55	1.66107	172.017	1.69321	2104.88	5.92295	2267.83	6.14794
23215	571673	756.091	7439708	2727.58	0.841743	0.0014461	0.983616	0.00141077	177.5	1.71998	161.117	1.63868	2211.45	6.07104	2145.58	5.97994
23216	536991	732.797	7018466	2649.24	0.896014	0.00217685	1.01062	0.00146471	159.467	1.63027	165.833	1.66249	2085.9	5.89619	2190.42	6.0421
23217	556691	746.117	7196821	2682.69	0.880701	0.00190091	1.00896	0.00146368	174.3	1.70441	154.833	1.60641	2131.45	5.96022	2055.83	5.85354
23218	566082	752.384	7305516	2702.87	0.873203	0.00175125	1.00845	0.00143558	162.15	1.64393	171.567	1.69099	2070.72	5.87469	2239.45	6.10935
23219	586872	766.076	7535745	2745.13	0.866835	0.0016323	1.00941	0.00136585	173.95	1.70269	163.9	1.65278	2189.98	6.0415	2147.27	5.98229
23220	592232	769.566	7639684	2764	0.860692	0.00153807	1.00857	0.00131639	166.217	1.66442	176.567	1.71545	2049.67	5.84475	2312.62	6.20835
23221	611672	782.095	7877265	2806.65	0.858968	0.00145842	1.00309	0.00143238	173.317	1.69959	190.183	1.78037	2202.07	6.05814	2486.98	6.43815
23222	652225	807.604	8511474	2917.44	0.837306	0.00121283	0.994192	0.00150297	198.05	1.81682	189.967	1.77936	2367.3	6.28132	2562.87	6.53563
23224	616474	785.159	8496447	2914.87	0.870862	0.0016624	1.00428	0.00149806	178.383	1.72426	185.033	1.7561	2458.5	6.40117	2584.03	6.56256
23225	648591	805.351	8872410	2978.66	0.877841	0.00171124	1.00505	0.00147682	177.267	1.71885	193.517	1.79591	2384.12	6.30359	2698.53	6.70638
23226	632606	795.365	8555729	2925.02	0.889475	0.0019341	1.00994	0.00143369	192.35	1.79048	204.567	1.84647	2537.77	6.50355	2728.68	6.74374
23227	674495	821.276	9140317	3023.3	0.883005	0.00182266	1.00726	0.00146119	201.517	1.83265	194.6	1.80093	2630.67	6.62151	2673.13	6.67475
23228	653738	808.541	9054609	3009.09	0.863653	0.00178509	0.988325	0.00143402	190.6	1.78232	192.4	1.79072	2627.15	6.61709	2674.43	6.67637
23229	649146	805.696	8749404	2957.94	0.862284	0.00179436	0.988002	0.00146701	193.15	1.7942	194.817	1.80193	2509.38	6.46707	2699.08	6.70707
23230	677533	823.124	9003714	3000.62	0.861041	0.00177767	0.987653	0.00146775	198.217	1.81758	197.2	1.81292	2627.1	6.61702	2614.98	6.60175
23231	676972	822.783	8714702	2952.07	0.86076	0.00181654	0.988259	0.00148598	204.917	1.84805	211.233	1.87631	2600.03	6.58285	2690.65	6.69658
23232	708614	841.792	8832070	2971.88	0.857578	0.0017977	0.988606	0.00146522	210.783	1.87431	199.683	1.8243	2640.87	6.63434	2464.37	6.4088
23233	643742	802.335	8174122	2859.04	0.856696	0.00184362	0.989576	0.00145422	186.333	1.76226	185.617	1.75887	2257.98	6.13458	2392.38	6.31451
23234	625049	790.6	7836361	2799.35	0.876529	0.00210462	0.993084	0.00141884	176.05	1.71294	200.683	1.82886	2255.28	6.13091	2442.33	6.38009
23235	640799	800.499	7954453	2820.36	0.879356	0.00209649	0.992786	0.00140694	194.617	1.801	188.35	1.77177	2315.27	6.21191	2345.3	6.25207
23236	609192	780.508	7684783	2772.14	0.872393	0.00208463	0.992653	0.00139788	185.317	1.75744	175.567	1.71059	2230	6.09645	2288.55	6.17596
23237	562343	749.895	7236334	2690.04	0.870891	0.00212881	0.992319	0.00147243	175.333	1.70945	170.133	1.68391	2240.52	6.11081	2165.1	6.00708
23238	600971	775.223	7292117	2700.39	0.88183	0.00211693	1.00979	0.00140733	169.267	1.67962	187.233	1.76651	2065.45	5.86721	2245.02	6.11694
23239	596978	772.644	7264071	2695.19	0.880071	0.00207415	1.01061	0.0014445	189.55	1.7774	161.8	1.64215	2204.78	6.06188	2050.72	5.84625
23240	538010	733.492	6630332	2574.94	0.879364	0.00213537	1.00927	0.00150948	166.6	1.66633	153.3	1.59844	2000.3	5.77394	1918.55	5.65472
23241	521596	722.216	6517158	2552.87	0.876394	0.00211357	1.01271	0.00138337	156.35	1.61426	149.817	1.58017	1892.88	5.61677	1893.75	5.61805
23242	521057	721.843	6482453	2546.07	0.875341	0.00206929	1.01277	0.00138131	158.317	1.62438	174.483	1.7053	1895.67	5.62089	2112.18	5.93322
23243	561711	749.474	6925843	2631.7	0.872879	0.00196153	1.01328	0.00136672	166.533	1.666	168.3	1.67481	1957.97	5.71251	2117.07	5.94007
23244	573515	757.308	7167261	2677.17	0.900856	0.00223586	1.01167	0.00146732	167.217	1.66941	175.733	1.7114	2064.62	5.86603	2182.75	6.03151
23245	579132	761.007	7265212	2695.41	0.891762	0.00206686	1.009	0.00149995	173.533	1.70065	184.017	1.75127	2112.32	5.9334	2404.3	6.33022
23246	593696	770.517	7776834	2788.7	0.884547	0.00171466	1.00464	0.00150759	174.183	1.70384	174.333	1.70457	2217.58	6.07945	2311.5	6.20685
23247	607401	779.359	8033937	2834.42	0.87882	0.00168393	1.00414	0.00149688	178.667	1.72562	180.5	1.73445	2280.58	6.1652	2410.52	6.3384
23248	628217	792.601	8336816	2887.35	0.873253	0.00166123	1.00439	0.0014968	184.433	1.75325	186.75	1.76423	2396.7	6.32021	2500.17	6.45519
23249	655308	809.511	8702575	2950.01	0.86844	0.00164591	1.00385	0.00150406	194.067	1.79846	198.15	1.81728	2481.07	6.43048	2672.03	6.67337
23250	673753	820.825	8925377	2987.54	0.867118	0.00161953	1.00374	0.00148453	88.0833	1.21163	206.567	1.85547	1214.8	4.49963	2703.77	6.71288
23251	706296	840.414	9175559	3029.12	0.866771	0.00161015	1.00333	0.00148675	207.767	1.86085	210.167	1.87157	2614.02	6.60053	2731.03	6.74665
23252	664912	815.421	8648130	2940.77	0.869904	0.00173943	1.00551	0.00148258	209.05	1.86659	201.133	1.83091	2641.13	6.63467	2690.48	6.69637
23253	666315	816.281	9079125	3013.16	0.878059	0.00196331	0.990248	0.00142653	199.117	1.82171	193.8	1.79722	2640.35	6.63369	2725.07	6.73927
23254	668587	817.672	9064408	3010.72	0.86561	0.00186179	0.991114	0.00131884	196.867	1.81138	199.517	1.82353	2632.93	6.62437	2719.32	6.73216
23255	660003	812.406	9023679	3003.94	0.8602	0.00182157	0.990179	0.00130125	198.583	1.81926	188.867	1.7742	2635.88	6.62808	2680.67	6.68414
23256	653310	808.276	8957333	2992.88	0.860611	0.00178661	0.987061	0.0014648	188.883	1.77428	194.95	1.80254	2612.42	6.59851	2668.23	6.66862
23257	659203	811.913	9036133	3006.02	0.857207	0.00173246	0.986594	0.00144552	199.433	1.82315	193.567	1.79614	2618.1	6.60568	2717.33	6.7297
23258	662753	814.096	8960054	2993.33	0.852279	0.00171658	0.987538	0.00143025	196.967	1.81184	198.533	1.81904	2653.23	6.64985	2683.18	6.68728
23259	665854	815.999	8955812	2992.63	0.852807	0.00171906	0.987262	0.00143405	198.8	1.82026	197.05	1.81223	2595.77	6.57744	2683.92	6.68819
23260	646837	804.262	8669847	2944.46	0.849575	0.00173143	0.987835	0.00139341	192.483	1.7911	194.067	1.79846	2567.23	6.54119	2636.32	6.62862
23261	659388	812.027	8804949	2967.31	0.861648	0.00180615	0.989503	0.0013539	192.95	1.79327	200.9	1.82985	2492.38	6.44513	2646.87	6.64187
23262	658789	811.658	8682192	2946.56	0.872386	0.00192348	0.991901	0.00133544	200	1.82574	202.65	1.8378	2550.97	6.52044	2585.25	6.56411
23263	634281	796.418	8278600	2877.26	0.864998	0.00191852	0.990814	0.00135588	198.583	1.81926	182.617	1.74459	2483.37	6.43346	2424.42	6.35665
23264	611811	782.183	8117469	2849.12	0.861822	0.0018662	0.990258	0.00137969	182.1	1.74213	183.767	1.75008	2351.33	6.2601	2468.82	6.41459
23265	626946	791.799	8057729	2838.61	0.860648	0.00181284	0.989433	0.00141419	193.9	1.79768	189.1	1.77529	2374.25	6.29054	2406.03	6.3325
23266	620954	788.006	7999082	2828.26	0.858928	0.00179472	0.988854	0.00142048	184.567	1.75388	179.733	1.73077	2354.37	6.26414	2413.58	6.34243
23267	627818	792.35	8034319	2834.49	0.860664	0.00179296	0.989212	0.00140528	186.683	1.76391	187.533	1.76792	2326.6	6.22709	2422.27	6.35383
23268	651957	807.439	7968281	2822.81	0.871796	0.00182312	1.00319	0.00138723	198.117	1.81713	197.117	1.81253	2349.62	6.25782	2410.02	6.33774
23269	669900	818.474	8178363	2859.78	0.878287	0.00179966	1.00923	0.00143564	198.817	1.82033	197.6	1.81475	2340.1	6.24513	2478.48	6.42713
23270	304944	552.217	3745486	1935.33	0.876548	0.00261616	1.01077	0.00202724	198.7	1.8198	192.083	1.78924	2387.75	6.30839	2380.6	6.29894
