#Ein    p       transm  +/-              BGOeff +/-
487.3  7.6	0.99	0.01		 0.8	0.1
375    7.9	0.98	0.02		 0.75	0.1
197.8  4	0.9	0.05		 0.75	0.1
233    4.25	0.96	0.04		 0.75	0.1
187.7  4.1	0.93	0.05		 0.75	0.1
